time,open,high,low,close,base_asset_volume,number_of_trades,quote_asset_volume
2021-06-22T12:30:00.000Z,0.17283,0.17955,0.16823,0.17005,106837997.5,60756,37807604.382501
2021-06-22T12:45:00.000Z,0.17005,0.178,0.169,0.17485,81208614.2,48055,28023308.022837
2021-06-22T13:00:00.000Z,0.17485,0.17902,0.1728,0.17448,59926900.1,32885,19863170.471687
2021-06-22T13:15:00.000Z,0.17441,0.17647,0.17132,0.17604,43087597.6,27104,16954223.44584
2021-06-22T13:30:00.000Z,0.17601,0.17735,0.16925,0.1713,40119846,26276,15294304.32829
2021-06-22T13:45:00.000Z,0.17127,0.172,0.16322,0.16963,98176739.6,56254,35542196.028458
2021-06-22T14:00:00.000Z,0.16961,0.17271,0.16731,0.17168,52502721.4,31665,17532305.811249
2021-06-22T14:15:00.000Z,0.17167,0.17457,0.16921,0.17332,48328262.6,26755,14573572.632215
2021-06-22T14:30:00.000Z,0.17332,0.1777,0.1718,0.17646,52764916.8,25831,15934801.093179
2021-06-22T14:45:00.000Z,0.17646,0.18699,0.17432,0.18355,83080380.4,41761,26859469.606082
2021-06-22T15:00:00.000Z,0.18355,0.188,0.18034,0.18426,50993904.7,30317,18394207.188312
2021-06-22T15:15:00.000Z,0.18424,0.19381,0.18305,0.19198,67835259.8,42732,25446999.961313
2021-06-22T15:30:00.000Z,0.19194,0.2,0.19085,0.19208,87231218.8,52911,34344939.686926
2021-06-22T15:45:00.000Z,0.19211,0.19555,0.18894,0.19323,40365090.3,29170,16553636.306628
2021-06-22T16:00:00.000Z,0.19323,0.2021,0.19101,0.19908,89706727.5,47998,32098918.681706
2021-06-22T16:15:00.000Z,0.19911,0.20472,0.19562,0.19626,53932745.8,33815,20656241.782596
2021-06-22T16:30:00.000Z,0.19626,0.19628,0.18942,0.18982,62953607.7,38016,23692688.404972
2021-06-22T16:45:00.000Z,0.18984,0.1955,0.18956,0.19514,38463186.4,21770,12193604.130089
2021-06-22T17:00:00.000Z,0.19515,0.19712,0.18931,0.18974,29319102.3,18874,11455622.352792
2021-06-22T17:15:00.000Z,0.18983,0.19224,0.18764,0.19185,32330067.8,17291,10893867.547901
2021-06-22T17:30:00.000Z,0.19185,0.19376,0.19011,0.19057,14543083.7,9325,5858645.259216
2021-06-22T17:45:00.000Z,0.19057,0.19544,0.19015,0.19376,22548690.9,13072,7913148.207162
2021-06-22T18:00:00.000Z,0.19368,0.19402,0.19025,0.19302,20681103.4,10481,8240443.729479
2021-06-22T18:15:00.000Z,0.19303,0.1961,0.19258,0.1943,22290975.7,9684,7465766.446857
2021-06-22T18:30:00.000Z,0.19434,0.19939,0.19353,0.19903,25644138.5,16217,9604269.896277
2021-06-22T18:45:00.000Z,0.19902,0.19918,0.19539,0.19658,14070062,8059,5223675.708073
2021-06-22T19:00:00.000Z,0.19668,0.19741,0.1913,0.19224,15485556.4,10014,6440891.322693
2021-06-22T19:15:00.000Z,0.19223,0.19333,0.18793,0.19003,32382731.5,13960,10215835.824467
2021-06-22T19:30:00.000Z,0.18999,0.19239,0.18923,0.19048,11926762.5,8349,4509071.739828
2021-06-22T19:45:00.000Z,0.19049,0.19124,0.18765,0.18786,11497478.9,7867,4540726.047359
2021-06-22T20:00:00.000Z,0.18781,0.19099,0.18673,0.1904,8854175.8,6996,3438650.672888
2021-06-22T20:15:00.000Z,0.1904,0.19454,0.19018,0.19225,14484487.6,8253,4913079.397959
2021-06-22T20:30:00.000Z,0.19229,0.19379,0.19057,0.19357,10523614.9,6208,4259558.935922
2021-06-22T20:45:00.000Z,0.19361,0.19663,0.1924,0.19498,11546638,7466,4150557.633208
2021-06-22T21:00:00.000Z,0.19499,0.19552,0.19111,0.19144,8172123.3,5750,3064573.770818
2021-06-22T21:15:00.000Z,0.19146,0.19241,0.19012,0.19024,8239979.2,3987,2591609.138618
2021-06-22T21:30:00.000Z,0.19024,0.19101,0.18728,0.18778,7805577.4,6134,3852687.86781
2021-06-22T21:45:00.000Z,0.18764,0.18896,0.18563,0.18814,9900482,6387,3635232.920207
2021-06-22T22:00:00.000Z,0.18814,0.19176,0.18777,0.19093,9981026.8,6333,3420666.762266
2021-06-22T22:15:00.000Z,0.1908,0.1915,0.18699,0.18716,10745230.2,6299,4330822.750594
2021-06-22T22:30:00.000Z,0.18716,0.19019,0.18673,0.1892,10302158,5824,3549740.273816
2021-06-22T22:45:00.000Z,0.18929,0.191,0.18702,0.19082,7292992.5,5170,2803370.912254
2021-06-22T23:00:00.000Z,0.19073,0.19222,0.18837,0.18905,10099301.9,7398,4314012.902224
2021-06-22T23:15:00.000Z,0.18905,0.19071,0.18735,0.18774,10726279.6,10879,3797825.129543
2021-06-22T23:30:00.000Z,0.18774,0.18884,0.18612,0.18724,11002927.4,11798,4692492.097842
2021-06-22T23:45:00.000Z,0.18723,0.19094,0.18701,0.19072,11172092.8,13457,4154572.52533
2021-06-23T00:00:00.000Z,0.19075,0.19244,0.18272,0.18284,35964200.3,27949,13919665.321916
